dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
4031,1/5/14 18:00,0.771,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,0.000,,,0.086,,,,,,,,,,0.003,,0.000,0.146,0.010,,,,,,0.059,0.076,,,,,,,,,,,0.077,,,,,0.766,,,,,,,,,,
4031,1/5/14 18:15,0.849,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,0.000,,,0.040,,,,,,,,,,0.003,,0.000,0.146,0.010,,,,,,0.173,0.073,,,,,,,,,,,0.083,,,,,0.844,,,,,,,,,,
4031,1/5/14 18:30,0.863,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,0.000,,,0.121,,,,,,,,,,0.003,,0.000,0.146,0.010,,,,,,0.004,0.074,,,,,,,,,,,0.065,,,,,0.859,,,,,,,,,,
4031,1/5/14 18:45,0.816,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.118,,,,,,,,,,0.003,,0.000,0.146,0.010,,,,,,0.004,0.078,,,,,,,,,,,0.033,,,,,0.811,,,,,,,,,,
4031,1/5/14 19:00,0.702,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,0.000,,,0.018,,,,,,,,,,0.003,,0.000,0.147,0.010,,,,,,0.117,0.070,,,,,,,,,,,0.046,,,,,0.697,,,,,,,,,,
4031,1/5/14 19:15,0.754,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.110,,,,,,,,,,0.003,,0.000,0.147,0.010,,,,,,0.004,0.073,,,,,,,,,,,0.069,,,,,0.751,,,,,,,,,,
4031,1/5/14 19:30,1.743,,,,,,,,0.050,,,,,0.000,,,,0.039,0.000,0.000,,,0.110,,,,,,,,,,0.004,,0.000,0.148,0.009,,,,,,0.930,0.075,,,,,,,,,,,0.074,,,,,1.740,,,,,,,,,,
4031,1/5/14 19:45,1.015,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,0.000,,,0.113,,,,,,,,,,0.004,,0.000,0.147,0.010,,,,,,0.214,0.074,,,,,,,,,,,0.071,,,,,1.013,,,,,,,,,,
4031,1/5/14 20:00,0.746,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.147,0.010,,,,,,0.059,0.072,,,,,,,,,,,0.046,,,,,0.741,,,,,,,,,,
4031,1/5/14 20:15,0.543,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.005,0.072,,,,,,,,,,,0.043,,,,,0.537,,,,,,,,,,
4031,1/5/14 20:30,0.643,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.078,,,,,,,,,,,0.069,,,,,0.636,,,,,,,,,,
4031,1/5/14 20:45,0.597,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.029,,,,,,0.004,0.073,,,,,,,,,,,0.070,,,,,0.589,,,,,,,,,,
4031,1/5/14 21:00,0.560,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.072,,,,,,,,,,,0.068,,,,,0.552,,,,,,,,,,
4031,1/5/14 21:15,0.566,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.007,,0.000,0.000,0.010,,,,,,0.004,0.071,,,,,,,,,,,0.074,,,,,0.557,,,,,,,,,,
4031,1/5/14 21:30,0.585,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.006,,0.000,0.000,0.010,,,,,,0.004,0.079,,,,,,,,,,,0.089,,,,,0.576,,,,,,,,,,
4031,1/5/14 21:45,0.548,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.005,,0.000,0.000,0.010,,,,,,0.004,0.075,,,,,,,,,,,0.056,,,,,0.538,,,,,,,,,,
4031,1/5/14 22:00,0.537,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.005,,0.000,0.000,0.010,,,,,,0.004,0.070,,,,,,,,,,,0.052,,,,,0.527,,,,,,,,,,
4031,1/5/14 22:15,0.704,,,,,,,,0.050,,,,,0.003,,,,0.042,0.000,0.000,,,0.017,,,,,,,,,,0.004,,0.000,0.000,0.029,,,,,,0.004,0.075,,,,,,,,,,,0.047,,,,,0.693,,,,,,,,,,
4031,1/5/14 22:30,0.890,,,,,,,,0.050,,,,,0.004,,,,0.042,0.000,0.000,,,0.113,,,,,,,,,,0.004,,0.000,0.118,0.010,,,,,,0.004,0.074,,,,,,,,,,,0.059,,,,,0.885,,,,,,,,,,
4031,1/5/14 22:45,0.963,,,,,,,,0.050,,,,,0.004,,,,0.041,0.000,0.000,,,0.113,,,,,,,,,,0.004,,0.000,0.147,0.009,,,,,,0.004,0.072,,,,,,,,,,,0.067,,,,,0.961,,,,,,,,,,
4031,1/5/14 23:00,1.256,,,,,,,,0.050,,,,,0.003,,,,0.040,0.000,0.000,,,0.117,,,,,,,,,,0.004,,0.000,0.146,0.011,,,,,,0.229,0.074,,,,,,,,,,,0.085,,,,,1.254,,,,,,,,,,
4031,1/5/14 23:15,1.017,,,,,,,,0.050,,,,,0.003,,,,0.041,0.000,0.000,,,0.117,,,,,,,,,,0.004,,0.000,0.144,0.027,,,,,,0.004,0.069,,,,,,,,,,,0.074,,,,,1.016,,,,,,,,,,
4031,1/5/14 23:30,1.033,,,,,,,,0.050,,,,,0.004,,,,0.041,0.000,0.000,,,0.171,,,,,,,,,,0.008,,0.000,0.145,0.050,,,,,,0.004,0.080,,,,,,,,,,,0.052,,,,,1.017,,,,,,,,,,
4031,1/5/14 23:45,0.946,,,,,,,,0.050,,,,,0.004,,,,0.041,0.000,0.000,,,0.171,,,,,,,,,,0.007,,0.000,0.144,0.009,,,,,,0.004,0.073,,,,,,,,,,,0.044,,,,,0.916,,,,,,,,,,
4031,1/6/14,1.477,,,,,,,,0.050,,,,,0.004,,,,0.040,0.000,0.000,,,0.222,,,,,,,,,,0.006,,0.000,0.144,0.009,,,,,,0.391,0.132,,,,,,,,,,,0.051,,,,,1.459,,,,,,,,,,
4031,1/6/14 0:15,1.146,,,,,,,,0.050,,,,,0.004,,,,0.041,0.000,0.000,,,0.268,,,,,,,,,,0.005,,0.000,0.143,0.011,,,,,,0.004,0.106,,,,,,,,,,,0.061,,,,,1.145,,,,,,,,,,
4031,1/6/14 0:30,1.119,,,,,,,,0.055,,,,,0.004,,,,0.041,0.000,0.000,,,0.304,,,,,,,,,,0.003,,0.000,0.072,0.051,,,,,,0.003,0.065,,,,,,,,,,,0.076,,,,,1.121,,,,,,,,,,
4031,1/6/14 0:45,0.781,,,,,,,,0.050,,,,,0.004,,,,0.042,0.000,0.000,,,0.126,,,,,,,,,,0.003,,0.000,0.000,0.057,,,,,,0.003,0.067,,,,,,,,,,,0.070,,,,,0.777,,,,,,,,,,
4031,1/6/14 1:00,1.425,,,,,,,,0.132,,,,,0.006,,,,0.041,0.000,0.000,,,0.413,,,,,,,,,,0.003,,0.061,0.118,0.044,,,,,,0.003,0.073,,,,,,,,,,,0.068,,,,,1.428,,,,,,,,,,
4031,1/6/14 1:15,1.874,,,,,,,,0.114,,,,,0.201,,,,0.040,0.000,0.000,,,0.230,,,,,,,,,,0.003,,0.361,0.146,0.044,,,,,,0.000,0.069,,,,,,,,,,,0.066,,,,,1.872,,,,,,,,,,
4031,1/6/14 1:30,2.209,,,,,,,,0.153,,,,,0.129,,,,0.040,0.000,0.000,,,0.202,,,,,,,,,,0.003,,0.968,0.146,0.044,,,,,,0.000,0.074,,,,,,,,,,,0.040,,,,,2.201,,,,,,,,,,
4031,1/6/14 1:45,1.621,,,,,,,,0.123,,,,,0.159,,,,0.040,0.000,0.000,,,0.225,,,,,,,,,,0.003,,0.514,0.086,0.044,,,,,,0.000,0.063,,,,,,,,,,,0.053,,,,,1.622,,,,,,,,,,
4031,1/6/14 2:00,1.658,,,,,,,,0.226,,,,,0.154,,,,0.041,0.000,0.000,,,0.351,,,,,,,,,,0.003,,0.447,0.000,0.044,,,,,,0.000,0.072,,,,,,,,,,,0.049,,,,,1.659,,,,,,,,,,
4031,1/6/14 2:15,1.264,,,,,,,,0.218,,,,,0.210,,,,0.041,0.000,0.000,,,0.345,,,,,,,,,,0.003,,0.000,0.000,0.044,,,,,,0.003,0.073,,,,,,,,,,,0.066,,,,,1.271,,,,,,,,,,
4031,1/6/14 2:30,3.969,,,,,,,,0.218,,,,,0.050,,,,0.041,0.000,3.120,,,0.267,,,,,,,,,,0.003,,0.000,0.000,0.044,,,,,,0.004,0.067,,,,,,,,,,,0.066,,,,,1.032,,,,,,,,,,
4031,1/6/14 2:45,4.609,,,,,,,,0.218,,,,,0.149,,,,0.041,0.000,3.785,,,0.222,,,,,,,,,,0.003,,0.000,0.000,0.044,,,,,,0.003,0.073,,,,,,,,,,,0.066,,,,,1.079,,,,,,,,,,
4031,1/6/14 3:00,3.435,,,,,,,,0.218,,,,,0.144,,,,0.041,0.000,2.582,,,0.241,,,,,,,,,,0.003,,0.000,0.000,0.044,,,,,,0.003,0.072,,,,,,,,,,,0.041,,,,,1.090,,,,,,,,,,
4031,1/6/14 3:15,1.086,,,,,,,,0.196,,,,,0.162,,,,0.041,0.000,0.059,,,0.244,,,,,,,,,,0.003,,0.000,0.000,0.045,,,,,,0.004,0.066,,,,,,,,,,,0.032,,,,,1.059,,,,,,,,,,
4031,1/6/14 3:30,1.126,,,,,,,,0.188,,,,,0.196,,,,0.041,0.000,0.032,,,0.251,,,,,,,,,,0.003,,0.000,0.000,0.045,,,,,,0.004,0.070,,,,,,,,,,,0.062,,,,,1.115,,,,,,,,,,
4031,1/6/14 3:45,0.939,,,,,,,,0.145,,,,,0.105,,,,0.041,0.000,0.032,,,0.193,,,,,,,,,,0.003,,0.000,0.000,0.045,,,,,,0.004,0.069,,,,,,,,,,,0.065,,,,,0.924,,,,,,,,,,
4031,1/6/14 4:00,0.947,,,,,,,,0.111,,,,,0.004,,,,0.042,0.000,0.031,,,0.178,,,,,,,,,,0.003,,0.000,0.077,0.064,,,,,,0.004,0.073,,,,,,,,,,,0.074,,,,,0.930,,,,,,,,,,
4031,1/6/14 4:15,0.891,,,,,,,,0.114,,,,,0.004,,,,0.042,0.000,0.000,,,0.173,,,,,,,,,,0.003,,0.000,0.023,0.045,,,,,,0.004,0.067,,,,,,,,,,,0.074,,,,,0.890,,,,,,,,,,
4031,1/6/14 4:30,0.880,,,,,,,,0.063,,,,,0.004,,,,0.042,0.000,0.000,,,0.243,,,,,,,,,,0.003,,0.000,0.000,0.045,,,,,,0.004,0.069,,,,,,,,,,,0.068,,,,,0.881,,,,,,,,,,
4031,1/6/14 4:45,0.776,,,,,,,,0.052,,,,,0.004,,,,0.042,0.000,0.000,,,0.201,,,,,,,,,,0.003,,0.000,0.000,0.028,,,,,,0.004,0.068,,,,,,,,,,,0.055,,,,,0.775,,,,,,,,,,
4031,1/6/14 5:00,0.507,,,,,,,,0.051,,,,,0.004,,,,0.042,0.000,0.000,,,0.053,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.039,,,,,0.501,,,,,,,,,,
4031,1/6/14 5:15,0.488,,,,,,,,0.069,,,,,0.004,,,,0.041,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.041,,,,,0.481,,,,,,,,,,
4031,1/6/14 5:30,0.527,,,,,,,,0.083,,,,,0.004,,,,0.041,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.068,,,,,,,,,,,0.064,,,,,0.520,,,,,,,,,,
4031,1/6/14 5:45,0.523,,,,,,,,0.080,,,,,0.004,,,,0.041,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.064,,,,,0.517,,,,,,,,,,
4031,1/6/14 6:00,0.513,,,,,,,,0.077,,,,,0.004,,,,0.041,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.070,,,,,,,,,,,0.064,,,,,0.506,,,,,,,,,,
4031,1/6/14 6:15,0.345,,,,,,,,0.077,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.066,,,,,,,,,,,0.026,,,,,0.335,,,,,,,,,,
4031,1/6/14 6:30,0.498,,,,,,,,0.087,,,,,0.000,,,,0.041,0.000,0.000,,,0.150,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.061,,,,,,,,,,,0.043,,,,,0.493,,,,,,,,,,
4031,1/6/14 6:45,0.608,,,,,,,,0.074,,,,,0.000,,,,0.041,0.000,0.000,,,0.249,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.064,,,,,,,,,,,0.065,,,,,0.607,,,,,,,,,,
4031,1/6/14 7:00,0.591,,,,,,,,0.069,,,,,0.000,,,,0.041,0.000,0.000,,,0.235,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.063,,,,,0.589,,,,,,,,,,
4031,1/6/14 7:15,0.561,,,,,,,,0.069,,,,,0.003,,,,0.041,0.000,0.000,,,0.238,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.070,,,,,,,,,,,0.028,,,,,0.559,,,,,,,,,,
4031,1/6/14 7:30,0.455,,,,,,,,0.066,,,,,0.000,,,,0.041,0.000,0.000,,,0.129,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.063,,,,,,,,,,,0.040,,,,,0.449,,,,,,,,,,
4031,1/6/14 7:45,0.853,,,,,,,,0.067,,,,,0.000,,,,0.041,0.000,0.000,,,0.506,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.064,,,,,0.860,,,,,,,,,,
4031,1/6/14 8:00,0.586,,,,,,,,0.075,,,,,0.000,,,,0.042,0.000,0.000,,,0.227,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.061,,,,,0.584,,,,,,,,,,
4031,1/6/14 8:15,0.636,,,,,,,,0.082,,,,,0.003,,,,0.041,0.000,0.000,,,0.325,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.070,,,,,,,,,,,0.007,,,,,0.637,,,,,,,,,,
4031,1/6/14 8:30,0.733,,,,,,,,0.082,,,,,0.000,,,,0.041,0.000,0.000,,,0.368,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.066,,,,,,,,,,,0.063,,,,,0.736,,,,,,,,,,
4031,1/6/14 8:45,0.667,,,,,,,,0.081,,,,,0.000,,,,0.041,0.000,0.000,,,0.304,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.062,,,,,,,,,,,0.063,,,,,0.667,,,,,,,,,,
4031,1/6/14 9:00,0.566,,,,,,,,0.070,,,,,0.003,,,,0.041,0.000,0.000,,,0.258,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.069,,,,,,,,,,,0.015,,,,,0.564,,,,,,,,,,
4031,1/6/14 9:15,0.626,,,,,,,,0.078,,,,,0.000,,,,0.041,0.000,0.000,,,0.274,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.053,,,,,0.625,,,,,,,,,,
4031,1/6/14 9:30,0.601,,,,,,,,0.067,,,,,0.000,,,,0.042,0.000,0.000,,,0.249,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.063,,,,,0.599,,,,,,,,,,
4031,1/6/14 9:45,0.493,,,,,,,,0.064,,,,,0.000,,,,0.042,0.000,0.000,,,0.191,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.066,,,,,,,,,,,0.015,,,,,0.489,,,,,,,,,,
4031,1/6/14 10:00,0.568,,,,,,,,0.064,,,,,0.003,,,,0.041,0.000,0.000,,,0.228,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.068,,,,,,,,,,,0.052,,,,,0.566,,,,,,,,,,
4031,1/6/14 10:15,0.657,,,,,,,,0.064,,,,,0.000,,,,0.041,0.000,0.000,,,0.308,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.066,,,,,,,,,,,0.063,,,,,0.657,,,,,,,,,,
4031,1/6/14 10:30,0.347,,,,,,,,0.072,,,,,0.000,,,,0.042,0.000,0.000,,,0.042,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.007,,,,,0.338,,,,,,,,,,
4031,1/6/14 10:45,0.826,,,,,,,,0.070,,,,,0.003,,,,0.041,0.000,0.000,,,0.471,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.072,,,,,,,,,,,0.061,,,,,0.833,,,,,,,,,,
4031,1/6/14 11:00,0.753,,,,,,,,0.070,,,,,0.000,,,,0.041,0.000,0.000,,,0.400,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.066,,,,,,,,,,,0.064,,,,,0.758,,,,,,,,,,
4031,1/6/14 11:15,0.622,,,,,,,,0.072,,,,,0.000,,,,0.041,0.000,0.000,,,0.325,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.005,,,,,0.622,,,,,,,,,,
4031,1/6/14 11:30,0.640,,,,,,,,0.072,,,,,0.000,,,,0.041,0.000,0.000,,,0.284,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.064,,,,,0.641,,,,,,,,,,
4031,1/6/14 11:45,0.485,,,,,,,,0.081,,,,,0.000,,,,0.041,0.000,0.000,,,0.127,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.055,,,,,0.480,,,,,,,,,,
4031,1/6/14 12:00,0.706,,,,,,,,0.082,,,,,0.000,,,,0.041,0.000,0.000,,,0.394,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.014,,,,,0.709,,,,,,,,,,
4031,1/6/14 12:15,0.495,,,,,,,,0.067,,,,,0.003,,,,0.041,0.000,0.000,,,0.138,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.068,,,,,,,,,,,0.064,,,,,0.491,,,,,,,,,,
4031,1/6/14 12:30,0.820,,,,,,,,0.071,,,,,0.000,,,,0.041,0.000,0.000,,,0.498,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.061,,,,,,,,,,,0.035,,,,,0.827,,,,,,,,,,
4031,1/6/14 12:45,0.803,,,,,,,,0.051,,,,,0.000,,,,0.041,0.000,0.000,,,0.494,,,,,,,,,,0.003,,0.000,0.000,0.011,,,,,,0.004,0.069,,,,,,,,,,,0.035,,,,,0.810,,,,,,,,,,
4031,1/6/14 13:00,2.147,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,1.057,,,0.495,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.066,,,,,,,,,,,0.065,,,,,1.157,,,,,,,,,,
4031,1/6/14 13:15,5.521,,,,,,,,0.053,,,,,0.000,,,,0.041,0.000,4.419,,,0.495,,,,,,,,,,0.260,,0.000,0.015,0.008,,,,,,0.003,0.066,,,,,,,,,,,0.007,,,,,1.376,,,,,,,,,,
4031,1/6/14 13:30,4.840,,,,,,,,0.049,,,,,0.000,,,,0.041,0.000,4.209,,,0.495,,,,,,,,,,0.003,,0.000,0.031,0.028,,,,,,0.004,0.064,,,,,,,,,,,0.067,,,,,0.886,,,,,,,,,,
4031,1/6/14 13:45,2.496,,,,,,,,0.049,,,,,0.000,,,,0.041,0.000,1.778,,,0.496,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.070,,,,,,,,,,,0.066,,,,,0.905,,,,,,,,,,
4031,1/6/14 14:00,0.829,,,,,,,,0.049,,,,,0.000,,,,0.041,0.000,0.050,,,0.418,,,,,,,,,,0.003,,0.000,0.039,0.009,,,,,,0.004,0.067,,,,,,,,,,,0.027,,,,,0.811,,,,,,,,,,
4031,1/6/14 14:15,0.694,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.031,,,0.184,,,,,,,,,,0.003,,0.000,0.012,0.010,,,,,,0.083,0.063,,,,,,,,,,,0.047,,,,,0.678,,,,,,,,,,
4031,1/6/14 14:30,0.569,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.032,,,0.130,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.064,,,,,,,,,,,0.068,,,,,0.552,,,,,,,,,,
4031,1/6/14 14:45,0.730,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,0.021,,,0.093,,,,,,,,,,0.003,,0.000,0.144,0.010,,,,,,0.061,0.068,,,,,,,,,,,0.072,,,,,0.717,,,,,,,,,,
4031,1/6/14 15:00,0.666,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.130,,,,,,,,,,0.003,,0.000,0.147,0.010,,,,,,0.004,0.070,,,,,,,,,,,0.034,,,,,0.663,,,,,,,,,,
4031,1/6/14 15:15,0.640,,,,,,,,0.050,,,,,0.000,,,,0.041,0.000,0.000,,,0.099,,,,,,,,,,0.003,,0.000,0.145,0.010,,,,,,0.004,0.071,,,,,,,,,,,0.037,,,,,0.634,,,,,,,,,,
4031,1/6/14 15:30,0.883,,,,,,,,0.087,,,,,0.000,,,,0.041,0.000,0.000,,,0.179,,,,,,,,,,0.003,,0.000,0.145,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.065,,,,,0.883,,,,,,,,,,
4031,1/6/14 15:45,0.728,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.133,,,,,,,,,,0.003,,0.000,0.145,0.010,,,,,,0.004,0.073,,,,,,,,,,,0.037,,,,,0.725,,,,,,,,,,
4031,1/6/14 16:00,0.719,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.136,,,,,,,,,,0.003,,0.000,0.142,0.010,,,,,,0.004,0.066,,,,,,,,,,,0.033,,,,,0.716,,,,,,,,,,
4031,1/6/14 16:15,0.869,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.403,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.065,,,,,,,,,,,0.066,,,,,0.879,,,,,,,,,,
4031,1/6/14 16:30,0.628,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.204,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.065,,,,,,,,,,,0.017,,,,,0.627,,,,,,,,,,
4031,1/6/14 16:45,0.810,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.349,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.068,,,,,,,,,,,0.053,,,,,0.817,,,,,,,,,,
4031,1/6/14 17:00,0.674,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.248,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.066,,,,,,,,,,,0.066,,,,,0.674,,,,,,,,,,
4031,1/6/14 17:15,0.738,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.378,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.066,,,,,,,,,,,0.005,,,,,0.743,,,,,,,,,,
4031,1/6/14 17:30,0.869,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.430,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.066,,,,,,,,,,,0.067,,,,,0.876,,,,,,,,,,
4031,1/6/14 17:45,0.654,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.246,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.069,,,,,,,,,,,0.045,,,,,0.654,,,,,,,,,,
4031,1/6/14 18:00,0.790,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.410,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.065,,,,,,,,,,,0.026,,,,,0.795,,,,,,,,,,
4031,1/6/14 18:15,0.672,,,,,,,,0.050,,,,,0.000,,,,0.047,0.000,0.000,,,0.232,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.066,,,,,,,,,,,0.067,,,,,0.672,,,,,,,,,,
4031,1/6/14 18:30,0.783,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.398,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.066,,,,,,,,,,,0.017,,,,,0.787,,,,,,,,,,
4031,1/6/14 18:45,0.525,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.101,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.068,,,,,,,,,,,0.059,,,,,0.518,,,,,,,,,,
4031,1/6/14 19:00,0.765,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.312,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.067,,,,,,,,,,,0.069,,,,,0.767,,,,,,,,,,
4031,1/6/14 19:15,0.682,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.262,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.066,,,,,,,,,,,0.052,,,,,0.682,,,,,,,,,,
4031,1/6/14 19:30,0.640,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.244,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.070,,,,,,,,,,,0.020,,,,,0.638,,,,,,,,,,
4031,1/6/14 19:45,0.753,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.227,,,,,,,,,,0.003,,0.000,0.000,0.010,,,,,,0.004,0.065,,,,,,,,,,,0.070,,,,,0.752,,,,,,,,,,
4031,1/6/14 20:00,0.608,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.214,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.081,,,,,,,,,,,0.060,,,,,0.605,,,,,,,,,,
4031,1/6/14 20:15,0.584,,,,,,,,0.049,,,,,0.000,,,,0.044,0.000,0.000,,,0.201,,,,,,,,,,0.003,,0.000,0.000,0.009,,,,,,0.004,0.109,,,,,,,,,,,0.014,,,,,0.580,,,,,,,,,,
